file,obj_id,class,xmax,xmin,ymax,ymin
2008_007918,1,person,396,379,273,228
2011_003777,0,person,411,260,375,62
2008_008395,1,person,308,231,263,78
2008_005869,2,person,500,116,375,63
2008_005869,3,person,316,243,101,6
2009_003870,0,bird,284,152,474,120
2012_003221,0,person,234,144,244,122
2008_005882,2,sofa,486,1,375,75
2009_005232,0,aeroplane,455,14,324,72
2008_004544,0,person,494,260,332,106
2011_002482,1,person,296,109,375,115
2011_002482,2,person,458,296,375,35
2011_002482,3,person,209,101,321,92
2011_002482,4,person,120,1,375,91
2011_002482,5,person,342,272,149,11
2011_002482,6,person,500,375,375,1
2011_002482,9,person,427,365,73,1
2012_001436,0,person,424,1,347,144
2009_001054,2,person,375,143,106,1
2011_003944,0,person,148,1,375,83
2011_003944,1,person,338,121,375,99
2008_006353,0,aeroplane,500,1,241,82
2007_006483,0,person,379,100,377,32
2010_002954,0,aeroplane,493,8,254,110
2012_001350,0,person,409,1,500,1
2009_003125,0,person,274,1,333,42
2009_003125,1,person,500,186,333,1
2009_003125,2,person,414,110,333,1
2008_002653,0,person,200,62,437,120
2009_004886,0,bird,339,126,313,58
2011_006196,0,person,264,121,375,5
2012_002895,0,person,400,112,300,58
2008_002647,0,bird,252,102,272,72
2011_001821,0,person,255,80,500,51
2012_003553,0,person,484,363,99,12
2008_006421,1,person,203,158,242,183
2012_001344,0,person,187,105,244,6
2009_001040,0,bird,302,64,491,17
2011_006828,0,person,240,166,371,131
2009_001068,0,person,306,93,482,85
2011_003978,0,person,283,253,328,233
2011_003978,1,person,184,153,320,222
2011_003978,2,person,247,199,344,211
2011_003978,3,person,147,96,368,225
2011_003978,4,person,61,6,368,232
2012_000714,0,person,330,200,265,19
2011_006800,0,person,238,200,362,262
2011_006800,1,person,67,28,365,264
2012_000072,0,person,274,14,335,72
2008_001366,0,person,439,160,375,2
2008_001366,1,sofa,500,138,375,1
2008_001366,2,person,85,1,326,1
2008_007717,4,person,231,171,181,99
2008_007717,5,person,208,112,219,98
2008_007717,6,person,174,44,333,134
2008_007717,7,person,445,299,333,120
2008_007717,8,person,368,296,214,100
2008_007717,9,person,334,284,189,88
2011_004971,0,person,246,1,500,285
2008_008424,0,aeroplane,500,1,278,55
2008_003565,0,person,428,281,375,128
2008_003565,1,person,283,174,375,109
2008_003565,2,person,181,43,375,101
2008_003565,3,person,81,21,321,131
2008_003565,4,person,21,1,327,213
2008_005114,0,aeroplane,498,6,319,143
2008_003203,0,person,397,12,375,8
2012_002117,0,person,238,40,229,34
2010_005222,2,person,195,87,254,9
2010_005222,4,person,275,109,269,40
2011_004554,0,person,243,175,234,94
2011_006343,0,person,259,132,280,115
2011_006343,1,person,406,292,314,138
2012_002498,0,person,288,1,375,67
2011_000732,0,person,419,260,375,163
2012_003786,0,person,461,242,375,155
2009_003482,0,person,452,387,246,128
2009_003482,1,person,411,339,281,81
2009_003482,2,person,309,289,173,140
2009_003482,3,person,218,126,164,80
2009_003482,4,person,172,10,370,83
2011_000054,0,person,498,363,333,164
2011_000054,1,person,492,250,372,76
2011_000054,2,person,220,1,374,80
2011_006425,0,person,213,84,351,44
2011_006425,1,person,422,317,339,93
2008_001825,0,person,394,352,192,103
2008_001825,1,person,354,266,199,133
2008_001825,2,person,342,317,165,68
2008_001825,3,person,416,382,174,67
2008_001825,4,person,387,354,127,64
2008_001825,5,person,320,283,172,100
2008_001825,6,person,313,286,128,65
2008_001825,7,person,266,244,173,113
2008_001825,8,person,246,228,172,107
2008_001825,9,person,275,252,175,71
2008_001825,10,person,87,33,199,100
2008_001825,11,person,193,107,203,129
2008_001825,12,person,181,125,185,101
2008_001825,13,person,190,163,172,77
2008_001825,14,person,225,189,170,72
2008_001825,15,person,253,217,172,77
2008_001825,16,person,130,89,180,72
2008_001825,17,person,99,69,177,68
2010_003135,0,person,492,2,371,1
2010_003135,1,bird,241,200,203,107
2008_006186,0,bird,310,85,446,70
2008_006186,1,person,265,1,500,1
2011_004226,0,person,329,185,375,1
2011_004226,1,person,410,289,291,78
2011_001438,0,person,266,142,285,156
2008_003940,0,person,395,174,375,86
2012_003792,0,person,278,112,500,160
2011_004540,0,person,384,296,247,158
2010_005236,1,person,214,88,189,102
2011_005886,0,person,75,9,251,113
2012_001185,0,person,284,193,430,289
2009_000821,0,person,500,350,375,3
2008_000291,0,aeroplane,217,2,251,196
2008_000291,1,aeroplane,439,392,220,198
2011_007061,0,person,193,158,399,200
2010_006717,0,person,242,143,391,121
2011_004568,0,person,279,1,375,70
2011_005676,0,person,290,112,288,9
2010_004666,0,person,299,80,375,170
2011_003561,0,person,375,144,250,43
2010_005578,1,person,500,327,334,99
2010_005578,2,person,360,152,350,142
2010_005578,3,person,186,4,356,79
2010_005578,5,person,36,1,186,114
2012_001813,0,person,245,99,285,73
2008_004961,0,person,193,1,241,3
2008_004961,2,person,238,126,241,60
2011_000068,0,bird,500,284,319,200
2011_006419,0,person,375,21,500,139
2007_005405,0,person,276,71,401,151
2010_004672,1,person,213,107,262,44
2011_005104,0,person,236,62,249,73
2008_008197,0,bird,275,115,218,52
2007_008647,0,person,319,270,200,154
2011_003213,0,bird,416,260,333,47
2011_001404,0,sofa,463,146,333,157
2011_001404,1,sofa,124,1,319,103
2010_006703,0,person,252,97,338,129
2008_003997,0,bird,313,4,261,26
2008_002451,1,person,431,386,281,154
2008_002451,2,person,239,200,277,170
2008_002451,3,person,177,142,296,166
2008_002451,4,person,335,289,287,160
2008_002451,5,person,384,353,286,154
2008_002451,6,person,398,325,314,167
2008_002451,7,person,304,242,286,175
2008_002451,8,person,217,167,297,157
2008_002451,9,person,136,124,224,180
2008_002451,10,person,119,89,245,208
2008_002451,11,person,55,39,242,219
2008_002451,12,person,105,67,265,176
2008_002451,13,person,91,34,284,177
2011_006380,0,person,289,219,330,101
2008_004020,1,person,500,461,94,1
2008_004020,2,person,432,388,75,1
2008_004020,3,person,382,351,36,1
2012_001152,0,person,429,67,299,124
2010_003690,1,person,395,32,336,1
2008_000246,0,person,310,3,375,21
2008_001158,2,person,165,129,262,208
2008_001158,3,person,381,329,271,171
2008_001158,4,person,301,277,272,201
2008_006637,0,aeroplane,411,87,207,103
2008_006151,0,person,108,1,360,162
2012_001634,0,person,203,34,357,101
2009_003441,0,sofa,500,53,375,133
2009_003441,1,person,473,315,375,137
2009_003441,2,person,238,67,375,82
2009_003441,3,person,294,78,375,69
2009_003441,4,person,500,483,313,165
2012_003023,0,person,338,93,374,39
2009_002993,0,person,146,6,440,48
2009_002993,1,person,255,119,443,32
2009_002993,2,person,356,213,444,24
2009_002993,3,person,489,338,444,19
2009_002993,8,person,500,476,181,108
2009_002993,9,person,26,1,247,122
2010_004855,0,aeroplane,420,85,207,113
2010_004855,1,aeroplane,500,445,189,139
2010_004855,2,aeroplane,132,35,199,162
2008_006145,4,sofa,500,238,375,258
2008_006145,5,person,339,173,365,153
2008_006145,6,person,424,293,375,220
2008_006145,7,person,336,205,375,203
2008_006145,8,person,133,10,369,114
2008_006145,9,person,163,62,349,130
2008_006145,10,person,196,161,165,116
2008_006145,11,person,378,293,252,114
2008_006145,12,person,368,311,180,86
2008_006145,13,person,232,119,368,121
2008_006145,14,person,176,140,136,90
2008_006145,15,person,238,208,171,96
2008_006145,16,person,319,245,213,94
2008_006145,17,person,306,289,132,97
2009_001242,0,bird,483,83,286,79
2011_002694,1,person,301,243,170,86
2011_002694,2,person,70,1,375,127
2011_002694,3,person,383,361,160,137
2011_002694,4,person,365,337,158,135
2011_002694,5,person,63,51,172,133
2011_002694,7,person,181,171,157,143
2012_001146,0,person,482,440,260,211
2008_000252,0,person,339,184,375,58
2008_000252,1,person,471,443,181,109
2008_000252,2,person,204,165,197,121
2011_005845,0,person,500,337,375,1
2008_006623,0,aeroplane,496,3,235,88
2008_003983,0,person,336,1,375,39
2008_003983,1,person,331,154,375,205
2008_003983,2,person,500,221,375,101
2008_002445,0,person,333,143,500,85
2011_006394,0,person,419,185,320,161
2010_006924,0,person,374,342,236,145
2010_006924,1,person,153,120,230,135
2007_008690,0,person,221,166,272,242
2007_006865,0,bird,312,29,287,16
2008_003773,0,person,282,113,500,97
2012_002467,0,person,418,61,375,4
2012_002301,0,person,353,269,299,56
2008_003015,0,person,448,162,333,41
2012_000516,0,person,284,194,290,97
2012_000516,1,person,98,42,256,105
2012_000516,2,person,448,340,375,145
2008_001602,0,person,242,38,410,63
2008_006179,0,bird,268,171,341,110
2008_008154,0,person,281,172,263,24
2008_003001,0,person,242,103,425,71
2008_003001,1,person,280,232,316,182
2008_003001,2,person,333,305,326,136
2008_003001,3,person,268,246,213,146
2009_002777,0,person,130,69,339,139
2009_002777,1,person,246,198,257,134
2008_005316,0,person,359,314,375,280
2008_005316,1,person,229,203,275,225
2012_004002,0,person,468,332,375,27
2009_002011,0,aeroplane,491,1,300,17
2012_002473,0,person,315,152,477,113
2008_007501,0,bird,336,66,424,31
2008_001170,0,person,417,142,369,88
2009_000606,0,person,304,131,498,46
2011_005879,0,person,320,285,356,225
2012_000264,0,person,261,217,204,135
2011_002051,0,person,473,1,375,13
2010_002439,0,bird,417,204,252,16
2011_004420,0,person,174,116,427,320
2007_004121,1,person,347,220,242,92
2007_004121,2,person,227,164,219,142
2009_003290,0,person,288,5,463,48
2011_000646,0,sofa,437,54,375,92
2011_000646,1,person,110,1,375,76
2011_000646,2,person,359,162,375,85
2011_000646,3,person,316,110,375,72
2008_003820,1,person,214,57,360,1
2010_001130,0,person,256,1,500,27
2011_001558,0,bird,357,156,334,85
2010_006887,0,person,281,1,500,74
2011_006237,0,person,80,29,365,269
2011_006237,1,person,248,198,356,311
2010_000548,1,person,285,143,390,106
2010_000548,2,person,366,126,390,80
2008_002280,0,person,359,41,500,56
2011_004346,0,person,161,4,230,6
2008_001789,0,person,417,304,338,158
2011_003429,0,person,500,23,375,1
2008_001951,0,person,406,178,375,69
2011_005058,0,person,241,16,360,15
2011_004352,0,person,346,247,299,76
2011_004352,1,person,472,378,300,93
2011_004352,2,person,261,185,268,90
2012_000489,0,person,418,73,375,1
2010_003055,1,person,393,1,500,1
2011_002723,0,person,369,22,347,26
2009_002824,7,person,282,211,320,31
2012_003180,0,person,438,257,269,96
2012_004189,0,person,326,101,308,115
2012_004189,1,person,500,320,322,1
2010_006893,0,person,296,148,500,3
2011_002045,3,person,134,54,375,249
2011_002045,4,person,190,119,373,212
2011_002045,5,person,280,197,375,208
2011_002045,6,person,326,258,375,237
2011_002045,7,person,416,303,375,219
2011_002045,8,person,150,79,265,134
2011_002045,9,person,214,152,239,133
2011_002045,10,person,257,210,241,136
2011_002045,11,person,304,257,238,138
2011_002045,12,person,351,293,241,133
2011_002045,13,person,394,334,261,131
2011_002045,14,sofa,392,193,302,157
2011_007115,0,person,226,60,375,204
2010_002405,0,person,500,1,374,1
2007_007414,0,person,491,453,110,50
2012_001967,0,person,369,109,375,1
2010_002363,1,person,437,353,206,26
2010_000574,1,person,252,1,290,1
2011_006579,0,person,251,174,312,130
2011_006579,1,person,329,255,283,119
2010_006111,0,person,416,160,333,53
2011_003401,0,person,146,105,396,287
2008_001979,0,person,399,379,222,170
2008_001979,1,person,374,351,221,166
2007_001717,1,person,476,371,404,160
2007_001717,2,person,365,227,404,99
2011_005070,0,person,183,88,378,117
2011_005070,1,person,38,9,294,203
2011_005716,0,person,362,122,375,17
2009_000969,3,person,263,14,384,70
2011_003367,0,person,287,256,500,432
2012_003631,0,person,336,241,306,158
2011_005925,0,person,500,1,374,1
2012_000338,0,person,112,6,177,20
2012_000338,1,person,200,94,174,9
2012_000338,2,person,280,189,258,83
2012_000338,3,person,354,266,240,53
2012_000338,4,person,436,342,169,50
2012_000338,5,person,496,416,212,60
2008_001992,0,person,391,152,333,89
2008_001992,2,person,275,96,333,187
2012_001998,0,person,308,77,375,105
2011_004385,0,person,341,141,375,11
2008_002243,0,person,214,151,342,260
2008_004632,0,sofa,361,115,336,194
2008_005538,0,aeroplane,402,163,248,49
2012_001754,0,person,273,2,500,2
2008_001986,1,person,236,69,354,190
2008_001986,2,person,276,192,151,1
2008_001986,3,person,183,91,151,1
2008_001986,4,person,31,1,102,1
2008_001986,5,person,300,278,151,1
2008_001986,6,person,105,30,186,6
2011_004391,0,person,224,93,257,66
2010_004921,2,person,247,214,219,152
2010_004921,3,person,500,470,208,146
2009_001450,1,person,412,87,500,26
2012_001032,0,person,500,156,375,6
2008_004140,0,person,242,1,500,88
2008_004140,1,person,252,115,414,77
2009_003247,4,person,414,394,196,161
2009_003247,5,person,141,118,187,157
2009_003247,6,person,99,76,187,154
2012_000304,0,person,311,1,375,4
2010_003900,1,person,407,394,233,206
2010_006878,0,person,108,55,285,139
2008_003607,0,sofa,481,6,375,186
2011_000861,0,person,400,138,400,26
2012_004162,0,person,458,62,375,15
2008_005276,1,person,174,106,482,300
2008_003161,0,bird,360,165,360,47
2012_002275,0,person,286,235,191,117
2008_008034,1,person,349,197,335,103
2012_001768,0,person,500,1,375,35
2009_000014,2,sofa,82,1,373,262
2011_002904,0,person,473,298,317,129
2011_002904,1,person,272,140,262,49
2011_002904,2,person,186,13,333,159
2008_003613,0,person,218,133,342,172
2012_004176,0,person,298,124,500,154
2009_004514,3,person,480,352,375,160
2009_004514,4,person,406,339,237,165
2009_004514,5,person,345,281,228,153
2009_004514,6,person,257,197,225,161
2009_004514,7,person,180,104,230,169
2009_004514,8,person,140,39,363,172
2009_004514,13,person,45,1,375,208
2012_000310,0,person,299,101,247,69
2010_003914,1,person,206,43,500,173
2008_008746,0,bird,335,68,377,93
2008_000695,0,person,500,458,363,241
2010_005632,0,aeroplane,402,50,237,120
2008_002082,5,sofa,416,1,335,213
2011_000322,0,person,375,164,500,180
2012_002088,0,person,224,128,245,151
2008_005935,0,bird,364,18,500,12
2011_006753,0,person,281,231,218,113
2012_002936,0,person,357,53,500,50
2007_009607,0,bird,363,128,284,129
2007_009607,1,bird,460,175,348,209
2011_004636,0,person,199,156,199,77
2011_004636,1,person,275,221,256,90
2011_003159,1,person,500,369,144,1
2011_002247,1,person,241,140,282,148
2011_002247,2,person,145,61,245,149
2011_002247,3,person,69,4,255,163
2008_007688,0,bird,240,152,272,168
2011_006021,0,person,200,81,225,72
2009_002398,1,person,232,209,292,181
2009_002398,3,person,19,1,253,195
2010_000038,1,person,287,161,216,47
2010_001326,1,person,500,1,375,2
2012_002922,0,person,336,60,500,130
2010_000986,0,aeroplane,454,275,138,78
2008_002096,1,person,274,200,334,138
2008_002096,2,person,482,392,335,74
2008_002096,3,person,413,322,321,38
2012_003382,0,person,430,34,374,32
2008_005921,2,person,347,248,382,39
2008_005921,3,person,272,173,378,66
2010_003257,1,person,438,180,301,27
2010_003257,2,person,194,36,168,31
2012_001595,0,person,229,127,498,94
2010_005626,0,person,500,283,375,135
2010_005626,1,person,219,10,375,100
2010_005626,2,person,278,156,248,109
2010_006307,0,person,300,33,470,5
2011_005266,0,person,345,262,347,115
2011_005266,1,person,475,411,320,131
2011_002509,1,person,489,417,281,130
2011_002509,3,person,163,133,196,150
2011_002509,4,person,334,306,221,174
2011_002509,5,person,271,229,259,160
2011_002509,6,person,416,369,220,169
2011_003617,0,person,487,215,375,81
2010_002161,2,person,454,149,375,127
2011_003171,0,bird,360,137,220,76
2009_001861,1,person,298,216,152,80
2008_008593,0,sofa,264,1,309,52
2008_008593,2,person,241,93,238,18
2008_008593,3,person,375,48,500,154
2011_005500,0,person,256,113,398,25
2009_004919,0,person,459,364,273,66
2010_006461,0,person,123,59,298,181
2010_006461,1,person,260,236,247,182
2010_006461,2,person,273,253,237,184
2009_001875,1,person,500,1,333,120
2011_003603,0,person,295,209,188,58
2011_006790,0,person,342,66,500,145
2008_006227,0,bird,477,419,195,126
2008_006227,1,bird,452,420,154,110
2008_006227,2,bird,438,366,124,90
2008_006227,3,bird,351,280,174,101
2008_006227,4,bird,303,266,124,83
2008_006227,5,bird,256,204,149,96
2008_006227,6,bird,69,36,94,47
2008_006227,7,bird,141,83,131,75
2008_006227,8,bird,190,125,106,68
2008_006227,9,bird,109,88,94,68
2008_000656,0,person,320,1,480,32
2009_001120,0,person,148,122,62,14
2009_001120,1,person,196,178,83,9
2009_001120,2,person,383,154,375,28
2009_001120,4,person,363,341,25,1
2009_001120,5,person,355,336,57,27
2009_001120,6,person,417,384,232,15
2009_001120,7,person,500,410,375,1
2009_001120,8,person,413,329,262,9
2012_000884,0,person,408,44,375,28
2011_005299,0,person,250,112,276,92
2011_005299,1,person,500,339,291,96
2010_003280,2,person,259,40,188,50
2012_001542,0,person,306,249,162,108
2011_004839,0,person,230,111,453,79
2011_004839,1,person,306,232,289,83
2012_001224,0,person,370,11,500,36
2010_002820,1,person,251,143,395,69
2010_002820,2,person,26,3,277,220
2010_002820,3,person,58,28,277,249
2009_001646,1,person,398,321,125,1
2010_004289,1,person,244,199,221,163
2010_004289,2,person,213,37,387,231
2011_001941,13,sofa,500,312,304,237
2011_001941,14,sofa,258,79,283,241
2008_003439,0,bird,277,149,343,52
2011_001955,0,person,484,322,332,63
2011_001955,1,person,345,206,332,59
2008_002733,0,person,362,27,500,67
2008_004342,0,person,242,98,421,76
2011_002284,0,aeroplane,497,12,266,146
2011_002284,1,aeroplane,183,47,201,150
2008_008578,0,sofa,500,132,238,32
2012_000648,0,person,328,151,375,109
2011_004193,0,person,485,63,360,1
2011_003824,0,person,123,7,380,9
2012_001556,0,person,466,423,217,155
2011_006784,0,person,145,100,219,112
2010_000945,0,person,370,113,375,84
2012_003341,0,person,342,74,234,1
2012_000660,0,person,333,144,436,32
2008_001574,0,person,259,39,340,63
2008_001574,1,person,370,171,340,23
2008_001574,2,person,500,303,340,36
2007_000804,2,sofa,332,191,470,265
2010_005815,1,person,429,1,327,1
2008_007105,0,person,17,1,215,123
2008_007105,1,person,415,396,128,94
2011_006974,0,person,254,120,439,112
2008_003405,5,person,96,1,292,105
2012_002711,0,person,275,160,362,27
2012_001218,0,person,356,216,313,21
2008_008550,0,sofa,185,1,500,273
2008_008550,1,person,175,48,500,153
2008_008550,2,person,304,51,500,69
2012_000106,0,person,278,152,272,134
2012_000106,1,person,397,284,262,135
2008_008544,0,bird,500,72,375,29
